,Year,City,Sport,Discipline,Athlete,Country,Gender,Medal
0,1896,Athens,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,Gold
1,1896,Athens,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,Men,Silver
2,1896,Athens,Aquatics,Swimming,"DRIVAS, Dimitrios",GRE,Men,Bronze
3,1896,Athens,Aquatics,Swimming,"MALOKINIS, Ioannis",GRE,Men,Gold
4,1896,Athens,Aquatics,Swimming,"CHASAPIS, Spiridon",GRE,Men,Silver
5,1896,Athens,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,Bronze
6,1896,Athens,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,Gold
7,1896,Athens,Aquatics,Swimming,"ANDREOU, Joannis",GRE,Men,Silver
8,1896,Athens,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,Bronze
9,1896,Athens,Aquatics,Swimming,"NEUMANN, Paul",AUT,Men,Gold
10,1896,Athens,Aquatics,Swimming,"PEPANOS, Antonios",GRE,Men,Silver
11,1896,Athens,Athletics,Athletics,"LANE, Francis",USA,Men,Bronze
12,1896,Athens,Athletics,Athletics,"SZOKOLYI, Alajos",HUN,Men,Bronze
13,1896,Athens,Athletics,Athletics,"BURKE, Thomas",USA,Men,Gold
14,1896,Athens,Athletics,Athletics,"HOFMANN, Fritz",GER,Men,Silver
15,1896,Athens,Athletics,Athletics,"CURTIS, Thomas",USA,Men,Gold
16,1896,Athens,Athletics,Athletics,"GOULDING, Grantley",GBR,Men,Silver
17,1896,Athens,Athletics,Athletics,"LERMUSIAUX, Albin",FRA,Men,Bronze
18,1896,Athens,Athletics,Athletics,"FLACK, Edwin",AUS,Men,Gold
19,1896,Athens,Athletics,Athletics,"BLAKE, Arthur",USA,Men,Silver
20,1896,Athens,Athletics,Athletics,"GMELIN, Charles",GBR,Men,Bronze
21,1896,Athens,Athletics,Athletics,"BURKE, Thomas",USA,Men,Gold
22,1896,Athens,Athletics,Athletics,"JAMISON, Herbert",USA,Men,Silver
23,1896,Athens,Athletics,Athletics,"GOLEMIS, Dimitrios",GRE,Men,Bronze
24,1896,Athens,Athletics,Athletics,"FLACK, Edwin",AUS,Men,Gold
25,1896,Athens,Athletics,Athletics,"DANI, Nandor",HUN,Men,Silver
26,1896,Athens,Athletics,Athletics,"VERSIS, Sotirios",GRE,Men,Bronze
27,1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,Men,Gold
28,1896,Athens,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",GRE,Men,Silver
29,1896,Athens,Athletics,Athletics,"CLARK, Ellery",USA,Men,Gold
30,1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,Men,Silver
31,1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,Men,Silver
32,1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,Men,Bronze
33,1896,Athens,Athletics,Athletics,"CLARK, Ellery",USA,Men,Gold
34,1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,Men,Silver
35,1896,Athens,Athletics,Athletics,"KELLNER, Gyula",HUN,Men,Bronze
36,1896,Athens,Athletics,Athletics,"LOUIS, Spyridon",GRE,Men,Gold
37,1896,Athens,Athletics,Athletics,"VASILAKOS, Kharilaos",GRE,Men,Silver
38,1896,Athens,Athletics,Athletics,"DAMASKOS, Evangelos",GRE,Men,Bronze
39,1896,Athens,Athletics,Athletics,"THEODOROPOULOS, Ioannis",GRE,Men,Bronze
40,1896,Athens,Athletics,Athletics,"HOYT, William Welles",USA,Men,Gold
41,1896,Athens,Athletics,Athletics,"TYLER, Albert",USA,Men,Silver
42,1896,Athens,Athletics,Athletics,"PAPASIDERIS, Georgios",GRE,Men,Bronze
43,1896,Athens,Athletics,Athletics,"GARRETT, Robert",USA,Men,Gold
44,1896,Athens,Athletics,Athletics,"GOUSKOS, Miltiadis",GRE,Men,Silver
45,1896,Athens,Athletics,Athletics,"PERSAKIS, Ioannis",GRE,Men,Bronze
46,1896,Athens,Athletics,Athletics,"CONNOLLY, James",USA,Men,Gold
47,1896,Athens,Athletics,Athletics,"TUFFERI, Alexandre",FRA,Men,Silver
48,1896,Athens,Cycling,Cycling Road,"BATTEL, Edward",GBR,Men,Bronze
49,1896,Athens,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",GRE,Men,Gold
50,1896,Athens,Cycling,Cycling Road,"GOEDRICH, August",GER,Men,Silver
51,1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,Gold
52,1896,Athens,Cycling,Cycling Track,"KOLETTIS, Georgios",GRE,Men,Silver
53,1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,Bronze
54,1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,Gold
55,1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,Silver
56,1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,Gold
57,1896,Athens,Cycling,Cycling Track,"KEEPING, Frank",GBR,Men,Silver
58,1896,Athens,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,Bronze
59,1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,Gold
60,1896,Athens,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,Silver
61,1896,Athens,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,Bronze
62,1896,Athens,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,Gold
63,1896,Athens,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,Silver
64,1896,Athens,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,Men,Bronze
65,1896,Athens,Fencing,Fencing,"GRAVELOTTE, Eugène-Henri",FRA,Men,Gold
66,1896,Athens,Fencing,Fencing,"CALLOT, Henri",FRA,Men,Silver
67,1896,Athens,Fencing,Fencing,"PYRGOS, Leonidas",GRE,Men,Gold
68,1896,Athens,Fencing,Fencing,"PERRONNET, Maurice",FRA,Men,Silver
69,1896,Athens,Fencing,Fencing,"NIELSEN, Holger",DEN,Men,Bronze
70,1896,Athens,Fencing,Fencing,"GEORGIADIS, Ioannis",GRE,Men,Gold
71,1896,Athens,Fencing,Fencing,"KARAKALOS, Telemachos",GRE,Men,Silver
72,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Gold
73,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,Silver
74,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,Gold
75,1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,Silver
76,1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,Gold
77,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Silver
78,1896,Athens,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,Bronze
79,1896,Athens,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,Gold
80,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Silver
81,1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,Bronze
82,1896,Athens,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,Gold
83,1896,Athens,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,Silver
84,1896,Athens,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Men,Gold
85,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,Gold
86,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,Gold
87,1896,Athens,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,Gold
88,1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,Gold
89,1896,Athens,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,Gold
90,1896,Athens,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,Gold
91,1896,Athens,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Men,Gold
92,1896,Athens,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,Gold
93,1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,Gold
94,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Gold
95,1896,Athens,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",GRE,Men,Bronze
96,1896,Athens,Gymnastics,Artistic G.,"KARVELAS, Phillippos",GRE,Men,Bronze
97,1896,Athens,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",GRE,Men,Bronze
98,1896,Athens,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,Bronze
99,1896,Athens,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Men,Gold
100,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,Gold
101,1896,Athens,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,Gold
102,1896,Athens,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,Gold
103,1896,Athens,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,Gold
104,1896,Athens,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,Gold
105,1896,Athens,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,Gold
106,1896,Athens,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Men,Gold
107,1896,Athens,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,Gold
108,1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,Gold
109,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Gold
110,1896,Athens,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,Silver
111,1896,Athens,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",GRE,Men,Silver
112,1896,Athens,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,Silver
113,1896,Athens,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,Silver
114,1896,Athens,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,Bronze
115,1896,Athens,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,Gold
116,1896,Athens,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,Silver
117,1896,Athens,Shooting,Shooting,"MORAKIS, Nikolaos",GRE,Men,Bronze
118,1896,Athens,Shooting,Shooting,"PAINE, John",USA,Men,Gold
119,1896,Athens,Shooting,Shooting,"PAINE, Sumner",USA,Men,Silver
120,1896,Athens,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,Bronze
121,1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,Gold
122,1896,Athens,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,Silver
123,1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,Bronze
124,1896,Athens,Shooting,Shooting,"PAINE, Sumner",USA,Men,Gold
125,1896,Athens,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,Silver
126,1896,Athens,Shooting,Shooting,"TRIKUPIS, Nicolaos",GRE,Men,Bronze
127,1896,Athens,Shooting,Shooting,"KARASEVDAS, Pantelis",GRE,Men,Gold
128,1896,Athens,Shooting,Shooting,"PAVLIDIS, Pavlos",GRE,Men,Silver
129,1896,Athens,Shooting,Shooting,"JENSEN, Viggo",DEN,Men,Bronze
130,1896,Athens,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,Gold
131,1896,Athens,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,Silver
132,1896,Athens,Tennis,Tennis,"FLACK, Edwin",ZZX,Men,Bronze
133,1896,Athens,Tennis,Tennis,"ROBERTSON, George Stuart",ZZX,Men,Bronze
134,1896,Athens,Tennis,Tennis,"BOLAND, John",ZZX,Men,Gold
135,1896,Athens,Tennis,Tennis,"TRAUN, Friedrich",ZZX,Men,Gold
136,1896,Athens,Tennis,Tennis,"KASDAGLIS, Dionysios",ZZX,Men,Silver
137,1896,Athens,Tennis,Tennis,"PETROKOKKINOS, Demetrios",ZZX,Men,Silver
138,1896,Athens,Tennis,Tennis,"PASPATIS, Konstantinos",GRE,Men,Bronze
139,1896,Athens,Tennis,Tennis,"TAPAVICZA, Momcsillo",HUN,Men,Bronze
140,1896,Athens,Tennis,Tennis,"BOLAND, John",GBR,Men,Gold
141,1896,Athens,Tennis,Tennis,"KASDAGLIS, Dionysios",GRE,Men,Silver
142,1896,Athens,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",GRE,Men,Bronze
143,1896,Athens,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,Gold
144,1896,Athens,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,Silver
145,1896,Athens,Weightlifting,Weightlifting,"VERSIS, Sotirios",GRE,Men,Bronze
146,1896,Athens,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,Gold
147,1896,Athens,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,Silver
148,1896,Athens,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",GRE,Men,Bronze
149,1896,Athens,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",GER,Men,Gold
150,1896,Athens,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",GRE,Men,Silver
151,1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,Bronze
152,1900,Paris,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,Gold
153,1900,Paris,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,Silver
154,1900,Paris,Aquatics,Swimming,"DROST, Johannes",NED,Men,Bronze
155,1900,Paris,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,Gold
156,1900,Paris,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,Silver
157,1900,Paris,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,Bronze
158,1900,Paris,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,Gold
159,1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,Silver
160,1900,Paris,Aquatics,Swimming,"KEMP, Peter",GBR,Men,Bronze
161,1900,Paris,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,Gold
162,1900,Paris,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,Silver
163,1900,Paris,Aquatics,Swimming,HOUBEN,FRA,Men,Bronze
164,1900,Paris,Aquatics,Swimming,"LEUILLIEUX, Jean",FRA,Men,Bronze
165,1900,Paris,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,Bronze
166,1900,Paris,Aquatics,Swimming,"MERCHEZ, Désiré",FRA,Men,Bronze
167,1900,Paris,Aquatics,Swimming,TARTARA,FRA,Men,Bronze
168,1900,Paris,Aquatics,Swimming,"FREY, Julius",GER,Men,Gold
169,1900,Paris,Aquatics,Swimming,"HAINLE, Max",GER,Men,Gold
170,1900,Paris,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,Gold
171,1900,Paris,Aquatics,Swimming,"SCHÖNE, Max",GER,Men,Gold
172,1900,Paris,Aquatics,Swimming,"VON PETERSDORFF, Herbert",GER,Men,Gold
173,1900,Paris,Aquatics,Swimming,BERTRAND,FRA,Men,Silver
174,1900,Paris,Aquatics,Swimming,CADET,FRA,Men,Silver
175,1900,Paris,Aquatics,Swimming,"HOCHEPIED, Maurice",FRA,Men,Silver
176,1900,Paris,Aquatics,Swimming,"HOCHEPIED, Victor",FRA,Men,Silver
177,1900,Paris,Aquatics,Swimming,VERBECKE,FRA,Men,Silver
178,1900,Paris,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,Bronze
179,1900,Paris,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,Gold
180,1900,Paris,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,Silver
181,1900,Paris,Aquatics,Swimming,"LYKKEBERG, Peder",DEN,Men,Bronze
182,1900,Paris,Aquatics,Swimming,"DE VENDEVILLE, Charles",FRA,Men,Gold
183,1900,Paris,Aquatics,Swimming,"SIX, André",FRA,Men,Silver
184,1900,Paris,Aquatics,Water polo,"BURGESS, Thomas",FRA,Men,Bronze
185,1900,Paris,Aquatics,Water polo,COULON,FRA,Men,Bronze
186,1900,Paris,Aquatics,Water polo,"DECUYPER, Alphonse",FRA,Men,Bronze
187,1900,Paris,Aquatics,Water polo,DEVENOT,FRA,Men,Bronze
188,1900,Paris,Aquatics,Water polo,FARDELLE,FRA,Men,Bronze
189,1900,Paris,Aquatics,Water polo,FAVIER,FRA,Men,Bronze
190,1900,Paris,Aquatics,Water polo,"LAUFRAY, Louis",FRA,Men,Bronze
191,1900,Paris,Aquatics,Water polo,LERICHE,FRA,Men,Bronze
192,1900,Paris,Aquatics,Water polo,"MARTIN, Louis",FRA,Men,Bronze
193,1900,Paris,Aquatics,Water polo,"MERCHEZ, Désiré",FRA,Men,Bronze
194,1900,Paris,Aquatics,Water polo,"PESLIER, Henri",FRA,Men,Bronze
195,1900,Paris,Aquatics,Water polo,PESLOY,FRA,Men,Bronze
196,1900,Paris,Aquatics,Water polo,"TREFFEL, Charles",FRA,Men,Bronze
197,1900,Paris,Aquatics,Water polo,"VASSEUR, Paul",FRA,Men,Bronze
198,1900,Paris,Aquatics,Water polo,"COE, Thomas",GBR,Men,Gold
199,1900,Paris,Aquatics,Water polo,"DERBYSHIRE, John Henry",GBR,Men,Gold
200,1900,Paris,Aquatics,Water polo,"KEMP, Peter",GBR,Men,Gold
201,1900,Paris,Aquatics,Water polo,"LISTER, William",GBR,Men,Gold
202,1900,Paris,Aquatics,Water polo,"ROBERTSON, Arthur",GBR,Men,Gold
203,1900,Paris,Aquatics,Water polo,"ROBINSON, Eric",GBR,Men,Gold
204,1900,Paris,Aquatics,Water polo,"WILKINSON, George",GBR,Men,Gold
205,1900,Paris,Aquatics,Water polo,"COHEN, Henri",BEL,Men,Silver
206,1900,Paris,Aquatics,Water polo,"DE BACKER, Jean",BEL,Men,Silver
207,1900,Paris,Aquatics,Water polo,"DE BEHR, Victor",BEL,Men,Silver
208,1900,Paris,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Men,Silver
209,1900,Paris,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Men,Silver
210,1900,Paris,Aquatics,Water polo,"MICHANT, Albert",BEL,Men,Silver
211,1900,Paris,Aquatics,Water polo,"SONNEMANS, Victor",BEL,Men,Silver
212,1900,Paris,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,Bronze
213,1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,Gold
214,1900,Paris,Archery,Archery,"THIBAUD, Victor",FRA,Men,Silver
215,1900,Paris,Archery,Archery,"MERCIER, Emile",FRA,Men,Bronze
216,1900,Paris,Archery,Archery,"MOUGIN, Eugène",FRA,Men,Gold
217,1900,Paris,Archery,Archery,"HELLE, Henri",FRA,Men,Silver
218,1900,Paris,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,Bronze
219,1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,Gold
220,1900,Paris,Archery,Archery,"THIBAUD, Victor",FRA,Men,Silver
221,1900,Paris,Archery,Archery,"FISSEUX, Emile",FRA,Men,Bronze
222,1900,Paris,Archery,Archery,"HEROUIN, Henri",FRA,Men,Gold
223,1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,Silver
224,1900,Paris,Archery,Archery,"FOULON, Emmanuel",BEL,Men,Gold
225,1900,Paris,Archery,Archery,"DRUART, Jr.",BEL,Men,Silver
226,1900,Paris,Archery,Archery,"SERRURIER, Auguste",FRA,Men,Silver
227,1900,Paris,Archery,Archery,"GLINEUX, Louis",BEL,Men,Bronze
228,1900,Paris,Archery,Archery,"GRUMIAUX, Emile",FRA,Men,Gold
229,1900,Paris,Archery,Archery,"SERRURIER, Auguste",FRA,Men,Silver
230,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,Bronze
231,1900,Paris,Athletics,Athletics,"JARVIS, Francis",USA,Men,Gold
232,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,Silver
233,1900,Paris,Athletics,Athletics,"MOLONEY, Frederick",USA,Men,Bronze
234,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,Gold
235,1900,Paris,Athletics,Athletics,"MCLEAN, John",USA,Men,Silver
236,1900,Paris,Athletics,Athletics,"BRAY, John",USA,Men,Bronze
237,1900,Paris,Athletics,Athletics,"BENNETT, Charles",GBR,Men,Gold
238,1900,Paris,Athletics,Athletics,"DELOGE, Henri",FRA,Men,Silver
239,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,Bronze
240,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,Gold
241,1900,Paris,Athletics,Athletics,"PRITCHARD, Norman",IND,Men,Silver
242,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,Bronze
243,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,Gold
244,1900,Paris,Athletics,Athletics,"PRITCHARD, Norman",IND,Men,Silver
245,1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,Bronze
246,1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Men,Gold
247,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,Silver
248,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",GBR,Men,Bronze
249,1900,Paris,Athletics,Athletics,"RIMMER, John",GBR,Men,Gold
250,1900,Paris,Athletics,Athletics,"BENNETT, Charles",GBR,Men,Silver
251,1900,Paris,Athletics,Athletics,"SCHULTZ, Ernst",DEN,Men,Bronze
252,1900,Paris,Athletics,Athletics,"LONG, Maxwell W.Maxey",USA,Men,Gold
253,1900,Paris,Athletics,Athletics,"HOLLAND, William",USA,Men,Silver
254,1900,Paris,Athletics,Athletics,"ORTON, George",CAN,Men,Bronze
255,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,Gold
256,1900,Paris,Athletics,Athletics,"TAUZIN, Henri",FRA,Men,Silver
257,1900,Paris,Athletics,Athletics,"BENNETT, Charles",ZZX,Men,Gold
258,1900,Paris,Athletics,Athletics,"RIMMER, John",ZZX,Men,Gold
259,1900,Paris,Athletics,Athletics,"ROBINSON, Sidney",ZZX,Men,Gold
260,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",ZZX,Men,Gold
261,1900,Paris,Athletics,Athletics,"TYSOE, Alfred",ZZX,Men,Gold
262,1900,Paris,Athletics,Athletics,"CASTANET, André",FRA,Men,Silver
263,1900,Paris,Athletics,Athletics,"CHAMPOUDRY, Michel",FRA,Men,Silver
264,1900,Paris,Athletics,Athletics,"CHASTANIE, Jacques",FRA,Men,Silver
265,1900,Paris,Athletics,Athletics,"DELOGE, Henri",FRA,Men,Silver
266,1900,Paris,Athletics,Athletics,"RAGUENEAU, Gaston",FRA,Men,Silver
267,1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,Bronze
268,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,Gold
269,1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,Silver
270,1900,Paris,Athletics,Athletics,"HALL, David",USA,Men,Bronze
271,1900,Paris,Athletics,Athletics,"TYSOE, Alfred",GBR,Men,Gold
272,1900,Paris,Athletics,Athletics,"CREGAN, John",USA,Men,Silver
273,1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,Bronze
274,1900,Paris,Athletics,Athletics,"BAUER, Rudolf",HUN,Men,Gold
275,1900,Paris,Athletics,Athletics,"JANDA, Frantisek",BOH,Men,Silver
276,1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,Bronze
277,1900,Paris,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,Gold
278,1900,Paris,Athletics,Athletics,"HARE, Thomas Truxton",USA,Men,Silver
279,1900,Paris,Athletics,Athletics,"GÖNCZY, Lajos",HUN,Men,Bronze
280,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,Gold
281,1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,Silver
282,1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,Bronze
283,1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,Gold
284,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,Silver
285,1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,Bronze
286,1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,Gold
287,1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Silver
288,1900,Paris,Athletics,Athletics,"TORCHEBOEUF, Emile",FRA,Men,Bronze
289,1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,Gold
290,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,Silver
291,1900,Paris,Athletics,Athletics,"FAST, Ernst",SWE,Men,Bronze
292,1900,Paris,Athletics,Athletics,"THEATO, Michel",FRA,Men,Gold
293,1900,Paris,Athletics,Athletics,"CHAMPION, Emile",FRA,Men,Silver
294,1900,Paris,Athletics,Athletics,"ANDERSEN, Carl Albert",NOR,Men,Bronze
295,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,Gold
296,1900,Paris,Athletics,Athletics,"COLKETT, Meredith Bright",USA,Men,Silver
297,1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,Bronze
298,1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,Gold
299,1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,Silver
300,1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,Bronze
301,1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,Gold
302,1900,Paris,Athletics,Athletics,"CONNOLLY, James",USA,Men,Silver
303,1900,Paris,Athletics,Athletics,"GARRETT, Robert",USA,Men,Bronze
304,1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,Gold
305,1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,Silver
306,1900,Paris,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",ESP,Men,Gold
307,1900,Paris,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Men,Gold
308,1900,Paris,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",FRA,Men,Silver
309,1900,Paris,Basque Pelota,Basque Pelota,ETCHEGARAY,FRA,Men,Silver
310,1900,Paris,Cricket,Cricket,"BEACHCROFT, Charles",GBR,Men,Gold
311,1900,Paris,Cricket,Cricket,"BIRKETT, Arthur Ernest",GBR,Men,Gold
312,1900,Paris,Cricket,Cricket,"BOWERMAN, Alfred James",GBR,Men,Gold
313,1900,Paris,Cricket,Cricket,"BUCKLEY, George John",GBR,Men,Gold
314,1900,Paris,Cricket,Cricket,"BURCHELL, Francis Romulus",GBR,Men,Gold
315,1900,Paris,Cricket,Cricket,"CHRISTIAN, Frederick William",GBR,Men,Gold
