,Year,City,Sport,Discipline,Athlete,Country,Gender,Medal
6870,1936,Berlin,Gymnastics,Artistic G.,"BÄRWIRTH, Anita",GER,Women,Gold
6871,1936,Berlin,Gymnastics,Artistic G.,"BÜRGER, Erna",GER,Women,Gold
6872,1936,Berlin,Gymnastics,Artistic G.,"FRÖLIAN, Isolde",GER,Women,Gold
6873,1936,Berlin,Gymnastics,Artistic G.,"IBY, Friederike (Friedl)",GER,Women,Gold
6874,1936,Berlin,Gymnastics,Artistic G.,"MEYER, Gertrude (Trudi)",GER,Women,Gold
6875,1936,Berlin,Gymnastics,Artistic G.,"PÖHLSEN, Paula",GER,Women,Gold
6876,1936,Berlin,Gymnastics,Artistic G.,"SCHMITT, Julie",GER,Women,Gold
6877,1936,Berlin,Gymnastics,Artistic G.,"SOHNEMANN, Käthe",GER,Women,Gold
6878,1936,Berlin,Gymnastics,Artistic G.,"BAJEROVA, Jaroslava",TCH,Women,Silver
6879,1936,Berlin,Gymnastics,Artistic G.,"DEKANOVA, Vlasta",TCH,Women,Silver
6880,1936,Berlin,Gymnastics,Artistic G.,"DOBESOVA, Bozena",TCH,Women,Silver
6881,1936,Berlin,Gymnastics,Artistic G.,"FOLTOVA, Vlasta",TCH,Women,Silver
6882,1936,Berlin,Gymnastics,Artistic G.,"HREBRINOVA, Anna",TCH,Women,Silver
6883,1936,Berlin,Gymnastics,Artistic G.,"PALFYOVA, Matylda",TCH,Women,Silver
6884,1936,Berlin,Gymnastics,Artistic G.,"VERMIROVSKA, Zdenka",TCH,Women,Silver
6885,1936,Berlin,Gymnastics,Artistic G.,"VETROVSKA, Marie",TCH,Women,Silver
6886,1936,Berlin,Gymnastics,Artistic G.,"VOLZ, Matthias Max",GER,Men,Bronze
6887,1936,Berlin,Gymnastics,Artistic G.,"SCHWARZMANN, Karl-Alfred",GER,Men,Gold
6888,1936,Berlin,Gymnastics,Artistic G.,"MACK, Eugen",SUI,Men,Silver
6889,1936,Berlin,Handball,Handball,"BLOSCH, Max",SUI,Men,Bronze
6890,1936,Berlin,Handball,Handball,"FÄS, Rolf",SUI,Men,Bronze
6891,1936,Berlin,Handball,Handball,"GANTENBEIN, Burkhard",SUI,Men,Bronze
6892,1936,Berlin,Handball,Handball,"GYSI, Willy",SUI,Men,Bronze
6893,1936,Berlin,Handball,Handball,"HERKENRATH, Erland",SUI,Men,Bronze
6894,1936,Berlin,Handball,Handball,"HUFSCHMID, Ernst",SUI,Men,Bronze
6895,1936,Berlin,Handball,Handball,"HUFSCHMID, Willy",SUI,Men,Bronze
6896,1936,Berlin,Handball,Handball,"MEYER, Werner",SUI,Men,Bronze
6897,1936,Berlin,Handball,Handball,"MISCHON, Georg",SUI,Men,Bronze
6898,1936,Berlin,Handball,Handball,"SCHÄFER, Willy",SUI,Men,Bronze
6899,1936,Berlin,Handball,Handball,"SCHEURMANN, Werner",SUI,Men,Bronze
6900,1936,Berlin,Handball,Handball,"SCHMID, Eduard",SUI,Men,Bronze
6901,1936,Berlin,Handball,Handball,"SCHMITT, Erich",SUI,Men,Bronze
6902,1936,Berlin,Handball,Handball,"SEITERLE, Eugen",SUI,Men,Bronze
6903,1936,Berlin,Handball,Handball,"STREIB, Max",SUI,Men,Bronze
6904,1936,Berlin,Handball,Handball,"STUDER, Robert",SUI,Men,Bronze
6905,1936,Berlin,Handball,Handball,"WIRZ, Rudolf",SUI,Men,Bronze
6906,1936,Berlin,Handball,Handball,"BANDHOLZ, Willi",GER,Men,Gold
6907,1936,Berlin,Handball,Handball,"BAUMANN, Wilhelm",GER,Men,Gold
6908,1936,Berlin,Handball,Handball,"BERTHOLD, Helmut",GER,Men,Gold
6909,1936,Berlin,Handball,Handball,"BRASELMANN, Helmut",GER,Men,Gold
6910,1936,Berlin,Handball,Handball,"BRINKMANN, Wilhelm",GER,Men,Gold
6911,1936,Berlin,Handball,Handball,"DASCHER, Georg",GER,Men,Gold
6912,1936,Berlin,Handball,Handball,"DOSSIN, Kurt",GER,Men,Gold
6913,1936,Berlin,Handball,Handball,"FROMM, Fritz",GER,Men,Gold
6914,1936,Berlin,Handball,Handball,"HANSEN, Hermann",GER,Men,Gold
6915,1936,Berlin,Handball,Handball,"HERMANN, Erich",GER,Men,Gold
6916,1936,Berlin,Handball,Handball,"KEIMIG, Heinrich",GER,Men,Gold
6917,1936,Berlin,Handball,Handball,"KEITER, Hans",GER,Men,Gold
6918,1936,Berlin,Handball,Handball,"KLINGLER, Alfred",GER,Men,Gold
6919,1936,Berlin,Handball,Handball,"KNAUTZ, Arthur",GER,Men,Gold
6920,1936,Berlin,Handball,Handball,"KÖRVERS, Heinz",GER,Men,Gold
6921,1936,Berlin,Handball,Handball,"KREUTZBERG, Karl",GER,Men,Gold
6922,1936,Berlin,Handball,Handball,"MULLER, Wilhelm",GER,Men,Gold
6923,1936,Berlin,Handball,Handball,"ORTMANN, Günter",GER,Men,Gold
6924,1936,Berlin,Handball,Handball,"REINHARDT, Edgar",GER,Men,Gold
6925,1936,Berlin,Handball,Handball,"SPENGLER, Fritz",GER,Men,Gold
6926,1936,Berlin,Handball,Handball,"STAHL, Rudolf",GER,Men,Gold
6927,1936,Berlin,Handball,Handball,"THEILIG, Hans",GER,Men,Gold
6928,1936,Berlin,Handball,Handball,"BARTL, Franz",AUT,Men,Silver
6929,1936,Berlin,Handball,Handball,"BERGHAMMER, Franz",AUT,Men,Silver
6930,1936,Berlin,Handball,Handball,"BISTRICKY, Franz",AUT,Men,Silver
6931,1936,Berlin,Handball,Handball,"BRUNNER, Franz",AUT,Men,Silver
6932,1936,Berlin,Handball,Handball,"HOUCHKA, Johann",AUT,Men,Silver
6933,1936,Berlin,Handball,Handball,"JURACKA, Emil",AUT,Men,Silver
6934,1936,Berlin,Handball,Handball,"KIEFLER, Ferdinand",AUT,Men,Silver
6935,1936,Berlin,Handball,Handball,"KRECI, Josef",AUT,Men,Silver
6936,1936,Berlin,Handball,Handball,"LICHA, Otto",AUT,Men,Silver
6937,1936,Berlin,Handball,Handball,"MAURER, Friedrich",AUT,Men,Silver
6938,1936,Berlin,Handball,Handball,"PERWEIN, Anton",AUT,Men,Silver
6939,1936,Berlin,Handball,Handball,"POWOLNY, Siegfried",AUT,Men,Silver
6940,1936,Berlin,Handball,Handball,"PURNER, Siegfried",AUT,Men,Silver
6941,1936,Berlin,Handball,Handball,"REISP, Walter",AUT,Men,Silver
6942,1936,Berlin,Handball,Handball,"SCHMALZER, Alfred",AUT,Men,Silver
6943,1936,Berlin,Handball,Handball,"SCHNABEL, Alois",AUT,Men,Silver
6944,1936,Berlin,Handball,Handball,"SCHUBERTH, Ludwig",AUT,Men,Silver
6945,1936,Berlin,Handball,Handball,"TAUSCHER, Johann",AUT,Men,Silver
6946,1936,Berlin,Handball,Handball,"VOLAK, Jaroslav",AUT,Men,Silver
6947,1936,Berlin,Handball,Handball,"WOHLRAB, Leopold",AUT,Men,Silver
6948,1936,Berlin,Handball,Handball,"WURMBÖCK, Friedrich",AUT,Men,Silver
6949,1936,Berlin,Handball,Handball,"ZEHETNER, Johann",AUT,Men,Silver
6950,1936,Berlin,Hockey,Hockey,"DE LOOPER, Hendrik Christiaan",NED,Men,Bronze
6951,1936,Berlin,Hockey,Hockey,"DE LOOPER, Jan",NED,Men,Bronze
6952,1936,Berlin,Hockey,Hockey,"DE ROOS, Agathon",NED,Men,Bronze
6953,1936,Berlin,Hockey,Hockey,"DE WAAL, Reindert Berend Jan",NED,Men,Bronze
6954,1936,Berlin,Hockey,Hockey,"GUNNING, Pieter Adriaan",NED,Men,Bronze
6955,1936,Berlin,Hockey,Hockey,"HEYBROEK, Carl Erich",NED,Men,Bronze
6956,1936,Berlin,Hockey,Hockey,"SCHNITGER, Henri Carel Willem",NED,Men,Bronze
6957,1936,Berlin,Hockey,Hockey,"SPARENBERG, Rene",NED,Men,Bronze
6958,1936,Berlin,Hockey,Hockey,"VAN DEN BERG, Ernst Willem",NED,Men,Bronze
6959,1936,Berlin,Hockey,Hockey,"VAN DER HAAR, Rudolf Jacob",NED,Men,Bronze
6960,1936,Berlin,Hockey,Hockey,"VAN LIEROP, Antoine Robert Onslow",NED,Men,Bronze
6961,1936,Berlin,Hockey,Hockey,"WESTERKAMP, Max",NED,Men,Bronze
6962,1936,Berlin,Hockey,Hockey,"ALLEN, Richard James",IND,Men,Gold
6963,1936,Berlin,Hockey,Hockey,"BAIS, Dhyan Chand",IND,Men,Gold
6964,1936,Berlin,Hockey,Hockey,"BAIS, Roop Singh",IND,Men,Gold
6965,1936,Berlin,Hockey,Hockey,"CULLEN-GOODSIR, Ernest John",IND,Men,Gold
6966,1936,Berlin,Hockey,Hockey,"DARA, Iqtidar Ali Shah",IND,Men,Gold
6967,1936,Berlin,Hockey,Hockey,"EMMETT, Lionel C.",IND,Men,Gold
6968,1936,Berlin,Hockey,Hockey,"FERNANDES, Peter Paul",IND,Men,Gold
6969,1936,Berlin,Hockey,Hockey,"GALIBARDY, Joseph Deville Thomas",IND,Men,Gold
6970,1936,Berlin,Hockey,Hockey,"HUSSAIN, Sayed Mohomed",IND,Men,Gold
6971,1936,Berlin,Hockey,Hockey,"JAFFAR, Sayed Mohomed",IND,Men,Gold
6972,1936,Berlin,Hockey,Hockey,"KHAN, Ahmed Sher",IND,Men,Gold
6973,1936,Berlin,Hockey,Hockey,"KHAN, Ahsan Mohomed",IND,Men,Gold
6974,1936,Berlin,Hockey,Hockey,"MASOOD, Mirza Nasir-Ud-Din",IND,Men,Gold
6975,1936,Berlin,Hockey,Hockey,"MICHIE, Cyril James",IND,Men,Gold
6976,1936,Berlin,Hockey,Hockey,"NIMAL, Baboo Narsoo",IND,Men,Gold
6977,1936,Berlin,Hockey,Hockey,"PHILLIPS, Joseph",IND,Men,Gold
6978,1936,Berlin,Hockey,Hockey,"SHABBAN, Shabab-Ud-Din",IND,Men,Gold
6979,1936,Berlin,Hockey,Hockey,"SINGH GAREWAL, Gurcharan",IND,Men,Gold
6980,1936,Berlin,Hockey,Hockey,"TAPSELL, Carlyle Carrol",IND,Men,Gold
6981,1936,Berlin,Hockey,Hockey,"AUF DER HEIDE, Hermann",GER,Men,Silver
6982,1936,Berlin,Hockey,Hockey,"BEISIEGEL, Ludwig",GER,Men,Silver
6983,1936,Berlin,Hockey,Hockey,"CUNTZ, Erich",GER,Men,Silver
6984,1936,Berlin,Hockey,Hockey,"DRÖSE, Karl",GER,Men,Silver
6985,1936,Berlin,Hockey,Hockey,"GERDES, Alfred",GER,Men,Silver
6986,1936,Berlin,Hockey,Hockey,"HAMEL, Werner",GER,Men,Silver
6987,1936,Berlin,Hockey,Hockey,"HUFFMANN, Harald",GER,Men,Silver
6988,1936,Berlin,Hockey,Hockey,"KELLER, Erwin",GER,Men,Silver
6989,1936,Berlin,Hockey,Hockey,"KEMMER, Herbert",GER,Men,Silver
6990,1936,Berlin,Hockey,Hockey,"KUBITZKI, Werner",GER,Men,Silver
6991,1936,Berlin,Hockey,Hockey,"MEHLITZ, Paul",GER,Men,Silver
6992,1936,Berlin,Hockey,Hockey,"MENKE, Karl",GER,Men,Silver
6993,1936,Berlin,Hockey,Hockey,"MESSNER, Fritz",GER,Men,Silver
6994,1936,Berlin,Hockey,Hockey,"OKRENT, Detlef",GER,Men,Silver
6995,1936,Berlin,Hockey,Hockey,"PETER, Heinrich",GER,Men,Silver
6996,1936,Berlin,Hockey,Hockey,"RAACK, Heinz",GER,Men,Silver
6997,1936,Berlin,Hockey,Hockey,"RUCK, Karl",GER,Men,Silver
6998,1936,Berlin,Hockey,Hockey,"SCHERBART, Hans",GER,Men,Silver
6999,1936,Berlin,Hockey,Hockey,"SCHMALIX, Heinz",GER,Men,Silver
7000,1936,Berlin,Hockey,Hockey,"WARNHOLTZ, Rudolf (Tito)",GER,Men,Silver
7001,1936,Berlin,Hockey,Hockey,"WEISS, Kurt",GER,Men,Silver
7002,1936,Berlin,Hockey,Hockey,"ZANDER, Erich",GER,Men,Silver
7003,1936,Berlin,Modern Pentathlon,Modern Pentath.,"ABBA, Silvano",ITA,Men,Bronze
7004,1936,Berlin,Modern Pentathlon,Modern Pentath.,"HANDRICK, Gotthard",GER,Men,Gold
7005,1936,Berlin,Modern Pentathlon,Modern Pentath.,"LEONARD, Charles Fredrick",USA,Men,Silver
7006,1936,Berlin,Polo,Polo,"GRACIA ZAZUETA, Juan",MEX,Men,Bronze
7007,1936,Berlin,Polo,Polo,"MULLER LUJAN, Julio",MEX,Men,Bronze
7008,1936,Berlin,Polo,Polo,"NAVA CASTILLO, Antonio",MEX,Men,Bronze
7009,1936,Berlin,Polo,Polo,"RAMOS SESMA, Alberto",MEX,Men,Bronze
7010,1936,Berlin,Polo,Polo,"ANDRADA, Manuel",ARG,Men,Gold
7011,1936,Berlin,Polo,Polo,"CAVANAGH, Roberto",ARG,Men,Gold
7012,1936,Berlin,Polo,Polo,"DUGGAN, Luis J.",ARG,Men,Gold
7013,1936,Berlin,Polo,Polo,"GAZZOTTI, Andres",ARG,Men,Gold
7014,1936,Berlin,Polo,Polo,"DAWNAY, David",GBR,Men,Silver
7015,1936,Berlin,Polo,Polo,"FOWLER, Bryan John",GBR,Men,Silver
7016,1936,Berlin,Polo,Polo,"GUINNESS, Humphrey Patrick",GBR,Men,Silver
7017,1936,Berlin,Polo,Polo,"HINDE, William Norris",GBR,Men,Silver
7018,1936,Berlin,Rowing,Rowing,"CURATELLA, Julio Pedro",ARG,Men,Bronze
7019,1936,Berlin,Rowing,Rowing,"PODESTA, Horacio",ARG,Men,Bronze
7020,1936,Berlin,Rowing,Rowing,"EICHHORN, Willi",GER,Men,Gold
7021,1936,Berlin,Rowing,Rowing,"STRAUSS, Hugo",GER,Men,Gold
7022,1936,Berlin,Rowing,Rowing,"LARSEN, Harry Julius",DEN,Men,Silver
7023,1936,Berlin,Rowing,Rowing,"OLSEN, Peter Richard",DEN,Men,Silver
7024,1936,Berlin,Rowing,Rowing,"USTUPSKI, Jerzy",POL,Men,Bronze
7025,1936,Berlin,Rowing,Rowing,"VEREY, Roger",POL,Men,Bronze
7026,1936,Berlin,Rowing,Rowing,"BERESFORD, Jack",GBR,Men,Gold
7027,1936,Berlin,Rowing,Rowing,"SOUTHWOOD, Leslie Frank",GBR,Men,Gold
7028,1936,Berlin,Rowing,Rowing,"KAIDEL, Willi",GER,Men,Silver
7029,1936,Berlin,Rowing,Rowing,"PIRSCH, Joachim",GER,Men,Silver
7030,1936,Berlin,Rowing,Rowing,"HANNEMANN, Hans-Joachim",GER,Men,Bronze
7031,1936,Berlin,Rowing,Rowing,"KAUFMANN, Heinz",GER,Men,Bronze
7032,1936,Berlin,Rowing,Rowing,"KUSCHKE, Hans",GER,Men,Bronze
7033,1936,Berlin,Rowing,Rowing,"LOECKLE, Werner",GER,Men,Bronze
7034,1936,Berlin,Rowing,Rowing,"MAHLOW, Wilhelm",GER,Men,Bronze
7035,1936,Berlin,Rowing,Rowing,"RADACH, Helmut",GER,Men,Bronze
7036,1936,Berlin,Rowing,Rowing,"RIECK, Alfred",GER,Men,Bronze
7037,1936,Berlin,Rowing,Rowing,"SCHMIDT, Herbert",GER,Men,Bronze
7038,1936,Berlin,Rowing,Rowing,"VÖLS, Gerd",GER,Men,Bronze
7039,1936,Berlin,Rowing,Rowing,"ADAM, Gordon Belgum",USA,Men,Gold
7040,1936,Berlin,Rowing,Rowing,"DAY, Charles Ward",USA,Men,Gold
7041,1936,Berlin,Rowing,Rowing,"HUME, Donald Bruce",USA,Men,Gold
7042,1936,Berlin,Rowing,Rowing,"HUNT, George Elwood Jr.",USA,Men,Gold
7043,1936,Berlin,Rowing,Rowing,"MCMILLIN, James Burge",USA,Men,Gold
7044,1936,Berlin,Rowing,Rowing,"MOCH, Robert Gaston",USA,Men,Gold
7045,1936,Berlin,Rowing,Rowing,"MORRIS, Herbert Roger",USA,Men,Gold
7046,1936,Berlin,Rowing,Rowing,"RANTZ, Joseph Harry",USA,Men,Gold
7047,1936,Berlin,Rowing,Rowing,"WHITE, John Galbraith",USA,Men,Gold
7048,1936,Berlin,Rowing,Rowing,"BARSOTTI, Dino",ITA,Men,Silver
7049,1936,Berlin,Rowing,Rowing,"BARTOLINI, Enzo",ITA,Men,Silver
7050,1936,Berlin,Rowing,Rowing,"CHECCACCI, Mario",ITA,Men,Silver
7051,1936,Berlin,Rowing,Rowing,"DEL BIMBO, Guglielmo",ITA,Men,Silver
7052,1936,Berlin,Rowing,Rowing,"GARZELLI, Enrico",ITA,Men,Silver
7053,1936,Berlin,Rowing,Rowing,"GROSSI, Oreste",ITA,Men,Silver
7054,1936,Berlin,Rowing,Rowing,"MILANI, Cesare",ITA,Men,Silver
7055,1936,Berlin,Rowing,Rowing,"QUAGLIERINI, Ottorino",ITA,Men,Silver
7056,1936,Berlin,Rowing,Rowing,"SECCHI, Dante",ITA,Men,Silver
7057,1936,Berlin,Rowing,Rowing,"BETSCHART, Hermann",SUI,Men,Bronze
7058,1936,Berlin,Rowing,Rowing,"HOMBERGER, Alexander",SUI,Men,Bronze
7059,1936,Berlin,Rowing,Rowing,"HOMBERGER, Hans",SUI,Men,Bronze
7060,1936,Berlin,Rowing,Rowing,"SCHMID, Karl",SUI,Men,Bronze
7061,1936,Berlin,Rowing,Rowing,"ECKSTEIN, Rudolf (Rudi)",GER,Men,Gold
7062,1936,Berlin,Rowing,Rowing,"KARL, Martin",GER,Men,Gold
7063,1936,Berlin,Rowing,Rowing,"MENNE, Wilhelm (Willi)",GER,Men,Gold
7064,1936,Berlin,Rowing,Rowing,"ROM, Anton (Toni)",GER,Men,Gold
7065,1936,Berlin,Rowing,Rowing,"BARRETT, Alan John",GBR,Men,Silver
7066,1936,Berlin,Rowing,Rowing,"BRISTOW, Thomas Richard Mart.",GBR,Men,Silver
7067,1936,Berlin,Rowing,Rowing,"JACKSON, Peter Herbert",GBR,Men,Silver
7068,1936,Berlin,Rowing,Rowing,"STURROCK, John Duncan",GBR,Men,Silver
7069,1936,Berlin,Rowing,Rowing,"CHAUVIGNE, Marcel",FRA,Men,Bronze
7070,1936,Berlin,Rowing,Rowing,"COSMAT, Jean Marcel",FRA,Men,Bronze
7071,1936,Berlin,Rowing,Rowing,"VANDERNOTTE, Fernand",FRA,Men,Bronze
7072,1936,Berlin,Rowing,Rowing,"VANDERNOTTE, Marcel",FRA,Men,Bronze
7073,1936,Berlin,Rowing,Rowing,"VANDERNOTTE, Noël",FRA,Men,Bronze
7074,1936,Berlin,Rowing,Rowing,"BAUER, Fritz",GER,Men,Gold
7075,1936,Berlin,Rowing,Rowing,"GABER, Ernst",GER,Men,Gold
7076,1936,Berlin,Rowing,Rowing,"MAIER, Hans",GER,Men,Gold
7077,1936,Berlin,Rowing,Rowing,"SÖLLNER, Paul",GER,Men,Gold
7078,1936,Berlin,Rowing,Rowing,"VOLLE, Walter",GER,Men,Gold
7079,1936,Berlin,Rowing,Rowing,"BETSCHART, Hermann",SUI,Men,Silver
7080,1936,Berlin,Rowing,Rowing,"HOMBERGER, Alexander",SUI,Men,Silver
7081,1936,Berlin,Rowing,Rowing,"HOMBERGER, Hans",SUI,Men,Silver
7082,1936,Berlin,Rowing,Rowing,"SCHMID, Karl",SUI,Men,Silver
7083,1936,Berlin,Rowing,Rowing,"SPRING, Rolf",SUI,Men,Silver
7084,1936,Berlin,Rowing,Rowing,"FOURCADE, Marceau",FRA,Men,Bronze
7085,1936,Berlin,Rowing,Rowing,"TAPIE, Georges",FRA,Men,Bronze
7086,1936,Berlin,Rowing,Rowing,"VANDERNOTTE, Noël",FRA,Men,Bronze
7087,1936,Berlin,Rowing,Rowing,"ADAMSKI, Herbert",GER,Men,Gold
7088,1936,Berlin,Rowing,Rowing,"AREND, Dietrich",GER,Men,Gold
7089,1936,Berlin,Rowing,Rowing,"GUSTMANN, Gerhard",GER,Men,Gold
7090,1936,Berlin,Rowing,Rowing,"BERGAMO, Almiro",ITA,Men,Silver
7091,1936,Berlin,Rowing,Rowing,"NEGRINI, Luciano",ITA,Men,Silver
7092,1936,Berlin,Rowing,Rowing,"SANTIN, Guido",ITA,Men,Silver
7093,1936,Berlin,Rowing,Rowing,"BARROW, Daniel Hubert Jr.",USA,Men,Bronze
7094,1936,Berlin,Rowing,Rowing,"SCHÄFER, Gustav",GER,Men,Gold
7095,1936,Berlin,Rowing,Rowing,"HASENÖHRL, Josef",AUT,Men,Silver
7096,1936,Berlin,Sailing,Sailing,"EKDAHL, Lennart",SWE,Men,Bronze
7097,1936,Berlin,Sailing,Sailing,"HINDORFF, Martin",SWE,Men,Bronze
7098,1936,Berlin,Sailing,Sailing,"LORD, Torsten",SWE,Men,Bronze
7099,1936,Berlin,Sailing,Sailing,"SALEN, Dagmar",SWE,Men,Bronze
7100,1936,Berlin,Sailing,Sailing,"SALEN, Sven",SWE,Men,Bronze
7101,1936,Berlin,Sailing,Sailing,"BELVILLE, Miles Aubrey",GBR,Men,Gold
7102,1936,Berlin,Sailing,Sailing,"BOARDMAN, Christopher Alan",GBR,Men,Gold
7103,1936,Berlin,Sailing,Sailing,"HARMER, Russell Thomas",GBR,Men,Gold
7104,1936,Berlin,Sailing,Sailing,"LEAF, Charles Symonds",GBR,Men,Gold
7105,1936,Berlin,Sailing,Sailing,"MARTIN, Leonard Jack",GBR,Men,Gold
7106,1936,Berlin,Sailing,Sailing,"KONOW, Karsten Magnus",NOR,Men,Silver
7107,1936,Berlin,Sailing,Sailing,"KONOW, Magnus",NOR,Men,Silver
7108,1936,Berlin,Sailing,Sailing,"MEYER, Fredrik",NOR,Men,Silver
7109,1936,Berlin,Sailing,Sailing,"NYQVIST, Vaadjuv Dag",NOR,Men,Silver
7110,1936,Berlin,Sailing,Sailing,"TVETEN, Alf Christian",NOR,Men,Silver
7111,1936,Berlin,Sailing,Sailing,"BISCHOFF, Friedrich (Fritz)",GER,Men,Bronze
7112,1936,Berlin,Sailing,Sailing,"HOWALDT, Hans",GER,Men,Bronze
7113,1936,Berlin,Sailing,Sailing,"KRUPP VON BOHLEN UND HALBACH, Alfried",GER,Men,Bronze
7114,1936,Berlin,Sailing,Sailing,"MOHR, Eduard",GER,Men,Bronze
7115,1936,Berlin,Sailing,Sailing,"SCHEDER-BIESCHIN, Felix",GER,Men,Bronze
7116,1936,Berlin,Sailing,Sailing,"WACHS, Otto",GER,Men,Bronze
7117,1936,Berlin,Sailing,Sailing,"BIANCHI, Bruno",ITA,Men,Gold
7118,1936,Berlin,Sailing,Sailing,"DE MANINCOR, Luigi",ITA,Men,Gold
7119,1936,Berlin,Sailing,Sailing,"MORDINI, Domenico",ITA,Men,Gold
7120,1936,Berlin,Sailing,Sailing,"POGGI, Enrico Massimo",ITA,Men,Gold
7121,1936,Berlin,Sailing,Sailing,"POGGI, Luigi Mino",ITA,Men,Gold
7122,1936,Berlin,Sailing,Sailing,"REGGIO, Giovanni Leone",ITA,Men,Gold
7123,1936,Berlin,Sailing,Sailing,"DITLEV-SIMONSEN, John Peder",NOR,Men,Silver
7124,1936,Berlin,Sailing,Sailing,"DITLEV-SIMONSEN, Olaf Christian Jr.",NOR,Men,Silver
7125,1936,Berlin,Sailing,Sailing,"SCHMIDT, Lauritz Thure Thrap",NOR,Men,Silver
7126,1936,Berlin,Sailing,Sailing,"STRUKSNAS, Hans Soelberg",NOR,Men,Silver
7127,1936,Berlin,Sailing,Sailing,"THAMS, Jacob Tullin",NOR,Men,Silver
7128,1936,Berlin,Sailing,Sailing,"WALLEM, Nordahl E.",NOR,Men,Silver
7129,1936,Berlin,Sailing,Sailing,"SCOTT, Peter Markham",GBR,Men,Bronze
7130,1936,Berlin,Sailing,Sailing,"KAGCHELLAND, Daniel Marinus J.",NED,Men,Gold
7131,1936,Berlin,Sailing,Sailing,"KROGMANN, Werner Herman Otto",GER,Men,Silver
7132,1936,Berlin,Sailing,Sailing,"DE VRIES LENTSCH SR., Willem",NED,Men,Bronze
7133,1936,Berlin,Sailing,Sailing,"MAAS, Adriaan Lambertus Joseph",NED,Men,Bronze
7134,1936,Berlin,Sailing,Sailing,"BISCHOFF, Peter",GER,Men,Gold
7135,1936,Berlin,Sailing,Sailing,"WEISE, Hans-Joachim",GER,Men,Gold
7136,1936,Berlin,Sailing,Sailing,"LAURIN, Arvid",SWE,Men,Silver
7137,1936,Berlin,Sailing,Sailing,"WALLENTIN, Uno",SWE,Men,Silver
7138,1936,Berlin,Shooting,Shooting,"ULLMAN, Torsten",SWE,Men,Bronze
7139,1936,Berlin,Shooting,Shooting,"VAN OYEN, Cornelius M.",GER,Men,Gold
7140,1936,Berlin,Shooting,Shooting,"HAX, Heinz",GER,Men,Silver
7141,1936,Berlin,Shooting,Shooting,"DES JAMMONIERES, Charles Andre",FRA,Men,Bronze
7142,1936,Berlin,Shooting,Shooting,"ULLMAN, Torsten",SWE,Men,Gold
7143,1936,Berlin,Shooting,Shooting,"KREMPEL, Erich",GER,Men,Silver
7144,1936,Berlin,Shooting,Shooting,"KARAS, Wladyslaw",POL,Men,Bronze
7145,1936,Berlin,Shooting,Shooting,"RÖGEBERG, Willy",NOR,Men,Gold
7146,1936,Berlin,Shooting,Shooting,"BERSZENYI, Ralf",HUN,Men,Silver
7147,1936,Berlin,Weightlifting,Weightlifting,"SHAMS, Ibrahim Hassanein",EGY,Men,Bronze
7148,1936,Berlin,Weightlifting,Weightlifting,"TERLAZZO, Anthony",USA,Men,Gold
7149,1936,Berlin,Weightlifting,Weightlifting,"SOLIMAN, Saleh Mohamed",EGY,Men,Silver
7150,1936,Berlin,Weightlifting,Weightlifting,"LUHAÄÄR, Arnold",EST,Men,Bronze
7151,1936,Berlin,Weightlifting,Weightlifting,"MANGER, Josef",GER,Men,Gold
7152,1936,Berlin,Weightlifting,Weightlifting,"PSENICKA SR., Václav",TCH,Men,Silver
7153,1936,Berlin,Weightlifting,Weightlifting,"JANSEN, Karl",GER,Men,Bronze
7154,1936,Berlin,Weightlifting,Weightlifting,"FEIN, Robert",AUT,Men,Gold
7155,1936,Berlin,Weightlifting,Weightlifting,"MESBAH, Anwar Mohamed Ahmed",EGY,Men,Gold
7156,1936,Berlin,Weightlifting,Weightlifting,"WAGNER, Adolf",GER,Men,Bronze
7157,1936,Berlin,Weightlifting,Weightlifting,"EL TOUNY, Khadr El Sayed",EGY,Men,Gold
7158,1936,Berlin,Weightlifting,Weightlifting,"ISMAYR, Rudolf",GER,Men,Silver
7159,1936,Berlin,Weightlifting,Weightlifting,"WASIF, Ibrahim",EGY,Men,Bronze
7160,1936,Berlin,Weightlifting,Weightlifting,"HOSTIN, Louis",FRA,Men,Gold
7161,1936,Berlin,Weightlifting,Weightlifting,"DEUTSCH, Eugen",GER,Men,Silver
7162,1936,Berlin,Wrestling,Wrestling Free.,"HERBERT, Johannes",GER,Men,Bronze
7163,1936,Berlin,Wrestling,Wrestling Free.,"ZOMBORI, Ödön",HUN,Men,Gold
7164,1936,Berlin,Wrestling,Wrestling Free.,"FLOOD, Aaron Ross",USA,Men,Silver
7165,1936,Berlin,Wrestling,Wrestling Free.,"NYSTRÖM, Hjalmar Eemil",FIN,Men,Bronze
7166,1936,Berlin,Wrestling,Wrestling Free.,"PALUSALU, Kristjan",EST,Men,Gold
7167,1936,Berlin,Wrestling,Wrestling Free.,"KLAPUCH, Josef",TCH,Men,Silver
7168,1936,Berlin,Wrestling,Wrestling Free.,"FRÄNDFORS-JÖNSSON, Gösta",SWE,Men,Bronze
7169,1936,Berlin,Wrestling,Wrestling Free.,"PIHLAJAMÄKI, Kustaa",FIN,Men,Gold
7170,1936,Berlin,Wrestling,Wrestling Free.,"MILLARD, Francis Edward",USA,Men,Silver
7171,1936,Berlin,Wrestling,Wrestling Free.,"PIHLAJAMÄKI, Hermanni",FIN,Men,Bronze
